theta,model,initial,path,negative_endpoint,crossed_zero,committed_switch,crossing_return,unresolved_transition,first_switch_time,censored,endpoint_mz
0.13,RFM22,0,4,0,1,1,1,1,15680.0,0,0.06112964063882828
0.13,RFM22,0,5,0,1,0,0,1,,1,0.13054497584700583
0.13,RFM22,0,6,1,1,0,1,1,,1,-0.15571597777307034
0.13,RFM22,0,7,1,1,0,1,1,,1,-0.5815242660045624
0.13,RFM22,0,8,1,1,1,0,1,15760.0,0,-0.5815018377453088
0.13,RFM22,0,9,0,1,0,1,1,,1,0.03235466778278351
0.13,RFM22,0,10,1,1,0,1,1,,1,-0.11228419169783592
0.13,RFM22,0,11,1,1,0,1,1,,1,-0.3569652601331472
0.13,RFM22,0,12,1,1,0,1,1,,1,-0.596442140340805
0.13,RFM22,0,13,1,1,0,1,1,,1,-0.10210496127605438
0.13,RFM22,0,14,1,1,0,1,1,,1,-0.11022773794829846
0.13,RFM22,0,15,1,1,1,1,1,13200.0,0,-0.2937024164199829
0.13,RFM22,1,0,0,1,0,1,1,,1,0.35198883935809133
0.13,RFM22,1,1,0,1,0,1,1,,1,0.32163045443594457
0.13,RFM22,1,2,1,1,0,1,1,,1,-0.29308496504090725
0.13,RFM22,1,3,1,1,0,1,1,,1,-0.16515383422374724
0.13,RFM22,1,4,0,1,0,1,1,,1,0.4122523498535156
0.13,RFM22,1,5,0,1,0,1,1,,1,0.4215381348133087
0.13,RFM22,1,6,1,1,1,1,0,15360.0,0,-0.6396533688902855
0.13,RFM22,1,7,1,1,0,1,1,,1,-0.0956779007613659
0.13,RFM22,1,8,1,1,1,1,1,13600.0,0,-0.029315719306468965
0.13,RFM22,1,9,0,1,0,1,1,,1,0.05104831218719483
0.13,RFM22,1,10,1,1,0,1,0,,1,-0.6083700335025788
0.13,RFM22,1,11,1,1,0,1,1,,1,-0.519523812532425
0.13,RFM22,1,12,1,1,0,1,1,,1,-0.0988752856850624
0.13,RFM22,1,13,1,1,1,1,1,14800.0,0,-0.33805756986141206
0.13,RFM22,1,14,1,1,1,1,1,15200.0,0,-0.2952882614731789
0.13,RFM22,1,15,0,1,0,1,1,,1,0.2518081334233284
0.13,RFM22,2,0,0,1,0,1,1,,1,0.009682874083518983
0.13,RFM22,2,1,1,1,0,1,1,,1,-0.3060654532909393
0.13,RFM22,2,2,1,1,1,1,1,12880.0,0,-0.04460102587938309
0.13,RFM22,2,3,1,1,0,1,1,,1,-0.2806519716978073
0.13,RFM22,2,4,1,1,0,1,1,,1,-0.5462791335582733
0.13,RFM22,2,5,1,1,0,1,1,,1,-0.09031559228897094
0.13,RFM22,2,6,1,1,0,1,1,,1,-0.21506570864468813
0.13,RFM22,2,7,1,1,1,1,1,12560.0,0,-0.45891491293907166
0.13,RFM22,2,8,0,1,0,1,1,,1,0.052634127140045166
0.13,RFM22,2,9,1,1,0,1,1,,1,-0.19355963602662085
0.13,RFM22,2,10,1,1,0,1,1,,1,-0.32301072001457215
0.13,RFM22,2,11,1,1,0,1,1,,1,-0.08647722199559212
0.13,RFM22,2,12,0,1,0,1,1,,1,0.117198246717453
0.13,RFM22,2,13,1,1,0,1,1,,1,-0.5979550457000733
0.13,RFM22,2,14,0,1,0,1,1,,1,0.028093270361423492
0.13,RFM22,2,15,0,1,0,1,1,,1,0.027463532611727716
0.13,RFM22,3,0,1,1,0,1,1,,1,-0.2261643522977829
0.13,RFM22,3,1,1,1,0,1,1,,1,-0.543632538318634
0.13,RFM22,3,2,0,1,1,1,1,11680.0,0,0.20310124337673188
0.13,RFM22,3,3,1,1,0,1,1,,1,-0.4604319592565298
0.13,RFM22,3,4,1,1,1,1,1,14720.0,0,-0.16375630855560303
0.13,RFM22,3,5,0,1,0,1,1,,1,0.2110101419687271
0.13,RFM22,3,6,1,1,0,1,1,,1,-0.2953515516966581
0.13,RFM22,3,7,0,1,1,1,1,11040.0,0,0.03509845733642578
0.13,RFM22,3,8,1,1,0,1,1,,1,-0.5366806463152171
0.13,RFM22,3,9,1,1,0,1,1,,1,-0.18675299018621444
0.13,RFM22,3,10,1,1,0,1,1,,1,-0.118992919921875
0.13,RFM22,3,11,1,1,0,1,1,,1,-0.42932179391384123
0.13,RFM22,3,12,1,1,0,1,1,,1,-0.29315849363803864
0.13,RFM22,3,13,1,1,0,1,1,,1,-0.20145302146673202
0.13,RFM22,3,14,1,1,1,1,1,15520.0,0,-0.1169793689250946
0.13,RFM22,3,15,1,1,0,1,1,,1,-0.17564802706241608
0.13,RFM22_64,0,0,1,1,1,1,1,14240.0,0,-0.36127986073493956
0.13,RFM22_64,0,1,1,1,0,1,1,,1,-0.3217021632194519
0.13,RFM22_64,0,2,1,1,0,1,1,,1,-0.3193656004965305
0.13,RFM22_64,0,3,0,1,1,1,1,10320.0,0,0.22502333521842957
0.13,RFM22_64,0,4,0,1,1,1,1,15680.0,0,0.05228561263531446
0.13,RFM22_64,0,5,0,1,0,0,1,,1,0.12408608242869378
0.13,RFM22_64,0,6,1,1,0,1,1,,1,-0.16936302598565817
0.13,RFM22_64,0,7,1,1,0,1,1,,1,-0.5894756713509559
0.13,RFM22_64,0,8,1,1,1,1,1,15760.0,0,-0.5899561631120741
0.13,RFM22_64,0,9,0,1,0,1,1,,1,0.025325009226799013
0.13,RFM22_64,0,10,1,1,0,1,1,,1,-0.12133535921573639
0.13,RFM22_64,0,11,1,1,0,1,1,,1,-0.3680935502052307
0.13,RFM22_64,0,12,1,1,0,1,0,,1,-0.6001690447330474
0.13,RFM22_64,0,13,1,1,0,1,1,,1,-0.11925410956144333
0.13,RFM22_64,0,14,1,1,0,1,1,,1,-0.11884227845817805
0.13,RFM22_64,0,15,1,1,1,1,1,13200.0,0,-0.30770019948482513
0.13,RFM22_64,1,0,0,1,0,1,1,,1,0.34727513702586293
0.13,RFM22_64,1,1,0,1,0,1,1,,1,0.31298877220600846
0.13,RFM22_64,1,2,1,1,0,1,1,,1,-0.3026629637181759
0.13,RFM22_64,1,3,1,1,0,1,1,,1,-0.17774667114019393
0.13,RFM22_64,1,4,0,1,0,1,1,,1,0.40409207485616205
0.13,RFM22_64,1,5,0,1,0,1,1,,1,0.4169071042537689
0.13,RFM22_64,1,6,1,1,1,1,0,15360.0,0,-0.6497399088740349
0.13,RFM22_64,1,7,1,1,0,1,1,,1,-0.10533064216375351
0.13,RFM22_64,1,8,1,1,1,1,1,13600.0,0,-0.0398741164803505
0.13,RFM22_64,1,9,0,1,0,1,1,,1,0.04666569948196411
0.13,RFM22_64,1,10,1,1,0,1,0,,1,-0.6183684480190277
0.13,RFM22_64,1,11,1,1,0,1,1,,1,-0.5300844541192055
0.13,RFM22_64,1,12,1,1,0,1,1,,1,-0.10984077274799348
0.13,RFM22_64,1,13,1,1,1,1,1,14800.0,0,-0.3483272778987885
0.13,RFM22_64,1,14,1,1,1,1,1,15200.0,0,-0.3015128991007805
0.13,RFM22_64,1,15,0,1,0,1,1,,1,0.2424245098233223
0.13,RFM22_64,2,0,0,1,0,1,1,,1,0.0033063530921936036
0.13,RFM22_64,2,1,1,1,0,1,1,,1,-0.3130900827795267
0.13,RFM22_64,2,2,1,1,1,1,1,12880.0,0,-0.05304204732179642
0.13,RFM22_64,2,3,1,1,0,1,1,,1,-0.29038655817508696
0.13,RFM22_64,2,4,1,1,0,1,1,,1,-0.5506128358840943
0.13,RFM22_64,2,5,1,1,1,1,1,15040.0,0,-0.09604299545288086
0.13,RFM22_64,2,6,1,1,0,1,1,,1,-0.22572154959663748
0.13,RFM22_64,2,7,1,1,1,1,1,12560.0,0,-0.47666438430547714
0.13,RFM22_64,2,8,0,1,0,1,1,,1,0.04777074217796326
0.13,RFM22_64,2,9,1,1,0,1,1,,1,-0.20594874411821365
0.13,RFM22_64,2,10,1,1,0,1,1,,1,-0.3363325023651123
0.13,RFM22_64,2,11,1,1,0,1,1,,1,-0.10266337409615517
0.13,RFM22_64,2,12,0,1,0,1,1,,1,0.10994849562644958
0.13,RFM22_64,2,13,1,1,0,1,0,,1,-0.6014416313171387
0.13,RFM22_64,2,14,0,1,0,1,1,,1,0.010088959336280822
0.13,RFM22_64,2,15,0,1,0,1,1,,1,0.01615643359720707
0.13,RFM22_64,3,0,1,1,0,1,1,,1,-0.2414511438459158
0.13,RFM22_64,3,1,1,1,0,1,1,,1,-0.5532574731111527
0.13,RFM22_64,3,2,0,1,1,1,1,11680.0,0,0.19506191790103913
0.13,RFM22_64,3,3,1,1,0,1,1,,1,-0.4687588314712048
0.13,RFM22_64,3,4,1,1,1,1,1,14720.0,0,-0.17896824449300766
0.13,RFM22_64,3,5,0,1,0,1,1,,1,0.2049928617477417
0.13,RFM22_64,3,6,1,1,0,1,1,,1,-0.30250229440629484
0.13,RFM22_64,3,7,0,1,1,1,1,11040.0,0,0.026997448801994325
0.13,RFM22_64,3,8,1,1,0,1,1,,1,-0.5455844524502754
0.13,RFM22_64,3,9,1,1,0,1,1,,1,-0.1947673261165619
0.13,RFM22_64,3,10,1,1,0,1,1,,1,-0.12258889198303223
0.13,RFM22_64,3,11,1,1,0,1,1,,1,-0.4424634554982185
0.13,RFM22_64,3,12,1,1,0,1,1,,1,-0.3007416081428528
0.13,RFM22_64,3,13,1,1,1,1,1,12880.0,0,-0.21231443911790848
0.13,RFM22_64,3,14,1,1,1,1,1,15520.0,0,-0.12711153626441957
0.13,RFM22_64,3,15,1,1,0,1,1,,1,-0.18874617241322994
0.13,RFM33,0,0,0,1,0,1,1,,1,0.019500844776630402
0.13,RFM33,0,1,1,1,0,1,1,,1,-0.154940904378891
0.13,RFM33,0,2,1,1,0,1,1,,1,-0.3917406505346298
0.13,RFM33,0,3,1,1,1,1,1,15280.0,0,-0.024625465273857117
0.13,RFM33,0,4,1,1,1,1,1,15440.0,0,-0.13459514021873475
0.13,RFM33,0,5,0,1,1,1,1,15120.0,0,0.1478872674703598
0.13,RFM33,0,6,0,1,0,1,1,,1,0.34257898449897767
0.13,RFM33,0,7,1,1,0,1,1,,1,-0.15043792262673378
0.13,RFM33,0,8,1,1,0,1,1,,1,-0.43833902567625044
0.13,RFM33,0,9,1,1,0,1,1,,1,-0.2827681912481785
0.13,RFM33,0,10,1,1,1,1,1,15760.0,0,-0.3427287510037422
0.13,RFM33,0,11,1,1,0,1,1,,1,-0.015995090901851652
0.13,RFM33,0,12,0,1,0,1,1,,1,0.021777644008398055
0.13,RFM33,0,13,0,1,0,1,1,,1,0.1471471194922924
0.13,RFM33,0,14,1,1,1,1,1,8800.0,0,-0.35287438906729224
0.13,RFM33,0,15,0,1,0,1,1,,1,0.3073337525129318
0.13,RFM33,1,0,1,1,0,1,1,,1,-0.34445799469947813
0.13,RFM33,1,1,0,1,0,1,1,,1,0.05991972267627716
0.13,RFM33,1,2,1,1,0,1,1,,1,-0.02577398717403412
0.13,RFM33,1,3,0,1,0,1,1,,1,0.32192269384860994
0.13,RFM33,1,4,1,1,1,1,1,14240.0,0,-0.34005278766155245
0.13,RFM33,1,5,1,1,0,1,1,,1,-0.38864025682210923
0.13,RFM33,1,6,0,1,0,1,1,,1,0.027239181399345398
0.13,RFM33,1,7,1,1,0,1,1,,1,-0.19621095588430762
0.13,RFM33,1,8,0,1,0,1,1,,1,0.06949078984558582
0.13,RFM33,1,9,1,1,0,1,1,,1,-0.2334744292497635
0.13,RFM33,1,10,1,1,0,1,1,,1,-0.05651972949504852
0.13,RFM33,1,11,0,1,0,1,1,,1,0.027468830272555353
0.13,RFM33,1,12,1,1,0,1,1,,1,-0.24721813440322876
0.13,RFM33,1,13,0,1,0,1,1,,1,0.06557229362428188
0.13,RFM33,1,14,1,1,1,1,1,14880.0,0,-0.11500990331172943
0.13,RFM33,1,15,1,1,0,1,1,,1,-0.39798191651701925
0.13,RFM33,2,0,1,1,0,1,1,,1,-0.47833324790000914
0.13,RFM33,2,1,1,1,0,1,1,,1,-0.3532301099598408
0.13,RFM33,2,2,1,1,0,1,1,,1,-0.027790127992630004
0.13,RFM33,2,3,1,1,0,1,1,,1,-0.10853366851806641
0.13,RFM33,2,4,0,1,1,1,1,13200.0,0,0.008661089725792407
0.13,RFM33,2,5,1,1,0,1,1,,1,-0.4266431313753128
0.13,RFM33,2,6,1,1,0,1,1,,1,-0.055161551237106324
0.13,RFM33,2,7,1,1,1,1,1,15520.0,0,-0.49808903098106383
0.13,RFM33,2,8,1,1,1,1,1,8640.0,0,-0.4907411444187164
0.13,RFM33,2,9,0,1,1,1,1,14720.0,0,0.15533711194992064
0.13,RFM33,2,10,1,1,1,1,1,12720.0,0,-0.5075017321109772
0.13,RFM33,2,11,0,1,1,1,1,14960.0,0,0.29052592784166337
0.13,RFM33,2,12,1,1,0,1,1,,1,-0.40344165831804274
0.13,RFM33,2,13,1,1,0,1,1,,1,-0.2509864927828312
0.13,RFM33,2,14,1,1,0,1,1,,1,-0.05113769754767418
0.13,RFM33,2,15,1,1,0,1,1,,1,-0.048600657284259795
0.13,RFM33,3,0,1,1,0,1,1,,1,-0.3088611701130867
0.13,RFM33,3,1,1,1,0,1,1,,1,-0.35735483318567274
0.13,RFM33,3,2,1,1,0,1,1,,1,-0.5260592673718929
0.13,RFM33,3,3,1,1,0,1,1,,1,-0.07244918793439865
0.13,RFM33,3,4,1,1,0,1,1,,1,-0.3113735842704773
0.13,RFM33,3,5,1,1,1,1,1,15760.0,0,-0.439907598644495
0.13,RFM33,3,6,1,1,0,1,1,,1,-0.268660141825676
0.13,RFM33,3,7,1,1,1,1,0,16000.0,0,-0.614773600101471
0.13,RFM33,3,8,0,1,0,1,0,,1,0.6807320499420166
0.13,RFM33,3,9,0,1,0,1,1,,1,0.20824627533555032
0.13,RFM33,3,10,1,1,0,1,1,,1,-0.12135318294167519
0.13,RFM33,3,11,1,1,0,1,1,,1,-0.29397345304489136
0.13,RFM33,3,12,1,1,0,1,1,,1,-0.338810845464468
0.13,RFM33,3,13,1,1,1,1,1,13440.0,0,-0.10132263600826263
0.13,RFM33,3,14,1,1,1,1,1,15680.0,0,-0.40274526000022887
0.13,RFM33,3,15,1,1,0,1,1,,1,-0.5424401235580444
0.13,RFM33_64,0,0,0,1,0,1,1,,1,0.01387600839138031
0.13,RFM33_64,0,1,1,1,0,1,1,,1,-0.1601498696953058
0.13,RFM33_64,0,2,1,1,0,1,1,,1,-0.40083878934383393
0.13,RFM33_64,0,3,1,1,1,1,1,15280.0,0,-0.02609663426876068
0.13,RFM33_64,0,4,1,1,1,1,1,15440.0,0,-0.1413021820783615
0.13,RFM33_64,0,5,0,1,1,1,1,15120.0,0,0.1444402289390564
0.13,RFM33_64,0,6,0,1,0,1,1,,1,0.338411260843277
0.13,RFM33_64,0,7,1,1,0,1,1,,1,-0.1621975128352642
0.13,RFM33_64,0,8,1,1,0,1,1,,1,-0.44456820130348207
0.13,RFM33_64,0,9,1,1,0,1,1,,1,-0.29096084147691725
0.13,RFM33_64,0,10,1,1,1,1,1,15760.0,0,-0.34516476824879644
0.13,RFM33_64,0,11,1,1,0,1,1,,1,-0.024283787161111833
0.13,RFM33_64,0,12,0,1,0,1,1,,1,0.01431097149848938
0.13,RFM33_64,0,13,0,1,0,1,1,,1,0.1429205609858036
0.13,RFM33_64,0,14,1,1,1,1,1,8800.0,0,-0.3785251697525382
0.13,RFM33_64,0,15,0,1,0,1,1,,1,0.3033508285880089
0.13,RFM33_64,1,0,1,1,0,1,1,,1,-0.35152101576328276
0.13,RFM33_64,1,1,0,1,0,1,1,,1,0.05040703058242798
0.13,RFM33_64,1,2,1,1,0,1,1,,1,-0.047109194695949555
0.13,RFM33_64,1,3,0,1,0,1,1,,1,0.3159563276171684
0.13,RFM33_64,1,4,1,1,1,1,1,14240.0,0,-0.35087843172252176
0.13,RFM33_64,1,5,1,1,0,1,1,,1,-0.3964759895205498
0.13,RFM33_64,1,6,0,1,0,1,1,,1,0.018455362617969512
0.13,RFM33_64,1,7,1,1,0,1,1,,1,-0.20030454181134702
0.13,RFM33_64,1,8,0,1,0,1,1,,1,0.05829215556383133
0.13,RFM33_64,1,9,1,1,0,1,1,,1,-0.24433463633060457
0.13,RFM33_64,1,10,1,1,0,1,1,,1,-0.0592926150560379
0.13,RFM33_64,1,11,0,1,0,1,1,,1,0.02324224054813385
0.13,RFM33_64,1,12,1,1,0,1,1,,1,-0.2483039927482605
0.13,RFM33_64,1,13,0,1,0,1,1,,1,0.06497855082154275
0.13,RFM33_64,1,14,1,1,1,1,1,14880.0,0,-0.12386215031147003
0.13,RFM33_64,1,15,1,1,0,1,1,,1,-0.4077677437663078
0.13,RFM33_64,2,0,1,1,0,1,1,,1,-0.4857688735425472
0.13,RFM33_64,2,1,1,1,0,1,1,,1,-0.36089977011084556
0.13,RFM33_64,2,2,1,1,0,1,1,,1,-0.02940467596054077
0.13,RFM33_64,2,3,1,1,0,1,1,,1,-0.1116942024230957
0.13,RFM33_64,2,4,1,1,1,1,1,13200.0,0,-0.0027537083998322486
0.13,RFM33_64,2,5,1,1,0,1,1,,1,-0.43204891741275786
0.13,RFM33_64,2,6,1,1,0,1,1,,1,-0.06292831033468246
0.13,RFM33_64,2,7,1,1,1,1,1,15520.0,0,-0.5115803718566895
0.13,RFM33_64,2,8,1,1,1,1,1,8640.0,0,-0.49416896820068357
0.13,RFM33_64,2,9,0,1,1,1,1,14720.0,0,0.14524094581604005
0.13,RFM33_64,2,10,1,1,1,1,1,12720.0,0,-0.5101748365163803
0.13,RFM33_64,2,11,0,1,1,1,1,14960.0,0,0.2844488941133022
0.13,RFM33_64,2,12,1,1,0,1,1,,1,-0.40851153418421743
0.13,RFM33_64,2,13,1,1,0,1,1,,1,-0.26139006689190863
0.13,RFM33_64,2,14,1,1,0,1,1,,1,-0.05974872961640358
0.13,RFM33_64,2,15,1,1,0,1,1,,1,-0.05422776803374291
0.13,RFM33_64,3,0,1,1,0,1,1,,1,-0.31396284624934195
0.13,RFM33_64,3,1,1,1,0,1,1,,1,-0.36141743570566176
0.13,RFM33_64,3,2,1,1,0,1,1,,1,-0.5304617315530777
0.13,RFM33_64,3,3,1,1,0,1,1,,1,-0.0770499113202095
0.13,RFM33_64,3,4,1,1,0,1,1,,1,-0.31343028306961057
0.13,RFM33_64,3,5,1,1,1,1,1,15760.0,0,-0.45099836841225627
0.13,RFM33_64,3,6,1,1,0,1,1,,1,-0.27597290366888044
0.13,RFM33_64,3,7,1,1,1,1,0,16000.0,0,-0.6239562511444092
0.13,RFM33_64,3,8,0,1,0,1,0,,1,0.679033899307251
0.13,RFM33_64,3,9,0,1,0,1,1,,1,0.20139347672462463
0.13,RFM33_64,3,10,1,1,0,1,1,,1,-0.12460768843069672
0.13,RFM33_64,3,11,1,1,0,1,1,,1,-0.30206200361251834
0.13,RFM33_64,3,12,1,1,0,1,1,,1,-0.3450654426217079
0.13,RFM33_64,3,13,1,1,1,1,1,13440.0,0,-0.10214996457099915
0.13,RFM33_64,3,14,1,1,1,1,1,15680.0,0,-0.4160754030942917
0.13,RFM33_64,3,15,1,1,0,1,1,,1,-0.5469251546263695
