theta,model,initial,path,negative_endpoint,crossed_zero,committed_switch,crossing_return,unresolved_transition,first_switch_time,censored,endpoint_mz
0.11,RFM33,0,3,0,1,0,1,1,,1,0.27367803037166594
0.11,RFM33,0,4,0,1,0,1,1,,1,0.22212803721427918
0.11,RFM33,0,5,0,1,0,1,1,,1,0.28919306039810183
0.11,RFM33,0,6,0,1,0,1,0,,1,0.6768648633360863
0.11,RFM33,0,7,0,1,0,1,1,,1,0.35963110089302064
0.11,RFM33,0,8,0,0,0,0,1,,1,0.3566623502969742
0.11,RFM33,0,9,0,1,0,1,0,,1,0.9102503204345703
0.11,RFM33,0,10,0,1,0,1,1,,1,0.3242209827899933
0.11,RFM33,0,11,0,1,0,1,0,,1,0.9159267234802246
0.11,RFM33,0,12,1,1,0,1,1,,1,-0.05686994105577469
0.11,RFM33,0,13,0,0,0,0,0,,1,0.776418998837471
0.11,RFM33,0,14,1,1,0,1,1,,1,-0.15136774897575378
0.11,RFM33,0,15,0,0,0,0,0,,1,0.6814567011594772
0.11,RFM33,1,0,0,0,0,0,1,,1,0.5210619151592255
0.11,RFM33,1,1,0,1,0,1,1,,1,0.37562548398971557
0.11,RFM33,1,2,0,1,0,0,1,,1,0.10786229468882085
0.11,RFM33,1,3,0,1,0,1,1,,1,0.16065385341644287
0.11,RFM33,1,4,0,1,0,0,1,,1,0.3531136153638363
0.11,RFM33,1,5,0,1,0,1,1,,1,0.5775251644849777
0.11,RFM33,1,6,0,1,0,0,1,,1,0.20402553901076317
0.11,RFM33,1,7,0,1,0,1,1,,1,0.5391537721082568
0.11,RFM33,1,8,0,1,0,0,1,,1,0.4337412166595459
0.11,RFM33,1,9,0,1,0,1,0,,1,0.6432007110118866
0.11,RFM33,1,10,0,0,0,0,1,,1,0.38474924724549053
0.11,RFM33,1,11,0,1,0,1,1,,1,0.5700405618548393
0.11,RFM33,1,12,0,0,0,0,0,,1,0.6956331217288971
0.11,RFM33,1,13,0,1,0,1,1,,1,0.38661261200904845
0.11,RFM33,1,14,0,1,0,0,1,,1,0.4531282629072666
0.11,RFM33,1,15,0,1,0,1,1,,1,0.5569989877939224
0.11,RFM33,2,0,0,0,0,0,1,,1,0.1346749085187912
0.11,RFM33,2,1,0,0,0,0,1,,1,0.342611668407917
0.11,RFM33,2,2,0,1,0,0,1,,1,0.14736355423927308
0.11,RFM33,2,3,0,1,0,1,1,,1,0.0662638559937477
0.11,RFM33,2,4,0,1,0,1,1,,1,0.35149226516485216
0.11,RFM33,2,5,0,1,0,0,1,,1,0.3456498783826828
0.11,RFM33,2,6,0,1,0,1,1,,1,0.19942207932472228
0.11,RFM33,2,7,0,1,0,1,0,,1,0.6550778257846832
0.11,RFM33,2,8,0,0,0,0,1,,1,0.12484249293804169
0.11,RFM33,2,9,0,1,0,1,0,,1,0.8030873966217041
0.11,RFM33,2,10,1,1,0,0,1,,1,-0.21897342205047607
0.11,RFM33,2,11,0,0,0,0,1,,1,0.571028283983469
0.11,RFM33,2,12,0,0,0,0,0,,1,0.6334522843360901
0.11,RFM33,2,13,0,1,0,1,0,,1,0.6059516870975494
0.11,RFM33,2,14,0,1,0,1,0,,1,0.6235522480309009
0.11,RFM33,2,15,0,1,0,0,1,,1,0.12919059336185457
0.11,RFM33,3,0,0,0,0,0,1,,1,0.4035087078809738
0.11,RFM33,3,1,0,1,0,0,1,,1,0.33988526359200477
0.11,RFM33,3,2,0,1,0,1,1,,1,0.2893531668186188
0.11,RFM33,3,3,1,1,0,0,1,,1,-0.002518563270568848
0.11,RFM33,3,4,0,0,0,0,0,,1,0.8325361131131649
0.11,RFM33,3,5,0,1,0,1,1,,1,0.4581295990943909
0.11,RFM33,3,6,0,0,0,0,0,,1,0.6221332667768001
0.11,RFM33,3,7,1,1,0,1,1,,1,-0.040243887901306154
0.11,RFM33,3,8,0,1,0,0,1,,1,0.5039651429653168
0.11,RFM33,3,9,0,1,0,1,1,,1,0.4294080996513367
0.11,RFM33,3,10,0,1,0,1,1,,1,0.06358231782913208
0.11,RFM33,3,11,0,0,0,0,1,,1,0.47149890184402465
0.11,RFM33,3,12,0,0,0,0,1,,1,0.5152012891322374
0.11,RFM33,3,13,0,0,0,0,1,,1,0.3648050306737423
0.11,RFM33,3,14,0,0,0,0,1,,1,0.3732257068157196
0.11,RFM33,3,15,0,1,0,0,1,,1,0.5341370177268981
0.11,RFM33_64,0,0,0,0,0,0,0,,1,0.6025371205806732
0.11,RFM33_64,0,1,0,0,0,0,1,,1,0.28767715245485304
0.11,RFM33_64,0,2,0,1,0,1,1,,1,0.18817900836467744
0.11,RFM33_64,0,3,0,1,0,1,1,,1,0.2677119338512421
0.11,RFM33_64,0,4,0,1,0,1,1,,1,0.21562965095043182
0.11,RFM33_64,0,5,0,1,0,1,1,,1,0.27756755709648134
0.11,RFM33_64,0,6,0,1,0,1,0,,1,0.6741462452709674
0.11,RFM33_64,0,7,0,1,0,1,1,,1,0.3475030992925167
0.11,RFM33_64,0,8,0,0,0,0,1,,1,0.3505353040993214
0.11,RFM33_64,0,9,0,1,0,1,0,,1,0.9089538216590881
0.11,RFM33_64,0,10,0,1,0,1,1,,1,0.3174647945165634
0.11,RFM33_64,0,11,0,1,0,1,0,,1,0.9156441044807434
0.11,RFM33_64,0,12,1,1,0,1,1,,1,-0.06596936896443367
0.11,RFM33_64,0,13,0,0,0,0,0,,1,0.7765529406070709
0.11,RFM33_64,0,14,1,1,0,1,1,,1,-0.15923848032951354
0.11,RFM33_64,0,15,0,0,0,0,0,,1,0.6756696718931198
0.11,RFM33_64,1,0,0,0,0,0,1,,1,0.5182073178887368
0.11,RFM33_64,1,1,0,1,0,1,1,,1,0.36311729803681375
0.11,RFM33_64,1,2,0,1,0,0,1,,1,0.09346358388662339
0.11,RFM33_64,1,3,0,1,0,1,1,,1,0.15508003413677215
0.11,RFM33_64,1,4,0,1,0,0,1,,1,0.3443993715569377
0.11,RFM33_64,1,5,0,1,0,1,1,,1,0.5714076399803162
0.11,RFM33_64,1,6,0,1,0,0,1,,1,0.19337331280112266
0.11,RFM33_64,1,7,0,1,0,1,1,,1,0.5308180678635835
0.11,RFM33_64,1,8,0,1,0,0,1,,1,0.4250372904539108
0.11,RFM33_64,1,9,0,1,0,1,0,,1,0.6374324649572373
0.11,RFM33_64,1,10,0,0,0,0,1,,1,0.37964593786746265
0.11,RFM33_64,1,11,0,1,0,1,1,,1,0.564359360486269
0.11,RFM33_64,1,12,0,0,0,0,0,,1,0.6913834547996521
0.11,RFM33_64,1,13,0,1,0,1,1,,1,0.3834062933921814
0.11,RFM33_64,1,14,0,1,0,0,1,,1,0.4425014054775238
0.11,RFM33_64,1,15,0,1,0,1,1,,1,0.54857923746109
0.11,RFM33_64,2,0,0,0,0,0,1,,1,0.12690351635217667
0.11,RFM33_64,2,1,0,0,0,0,1,,1,0.3375500786304474
0.11,RFM33_64,2,2,0,1,0,0,1,,1,0.14098768711090087
0.11,RFM33_64,2,3,0,1,0,1,1,,1,0.0576111102104187
0.11,RFM33_64,2,4,0,1,0,1,1,,1,0.3446171283721924
0.11,RFM33_64,2,5,0,1,0,0,1,,1,0.3316724440455437
0.11,RFM33_64,2,6,0,1,0,1,1,,1,0.1936299467086792
0.11,RFM33_64,2,7,0,1,0,1,0,,1,0.6519528430700302
0.11,RFM33_64,2,8,0,0,0,0,1,,1,0.11606180429458618
0.11,RFM33_64,2,9,0,1,0,1,0,,1,0.8033430123329163
0.11,RFM33_64,2,10,1,1,0,0,1,,1,-0.22707514941692353
0.11,RFM33_64,2,11,0,0,0,0,1,,1,0.5643877978995442
0.11,RFM33_64,2,12,0,0,0,0,0,,1,0.6297969210147858
0.11,RFM33_64,2,13,0,1,0,1,0,,1,0.6018578922748565
0.11,RFM33_64,2,14,0,1,0,1,0,,1,0.6214135026931763
0.11,RFM33_64,2,15,0,1,0,0,1,,1,0.12014351695775986
0.11,RFM33_64,3,0,0,0,0,0,1,,1,0.39828672766685486
0.11,RFM33_64,3,1,0,1,0,0,1,,1,0.3261766019463539
0.11,RFM33_64,3,2,0,1,0,1,1,,1,0.28337949991226197
0.11,RFM33_64,3,3,1,1,0,0,1,,1,-0.007290256023406982
0.11,RFM33_64,3,4,0,0,0,0,0,,1,0.8327931715361774
0.11,RFM33_64,3,5,0,1,0,0,1,,1,0.45533415079116824
0.11,RFM33_64,3,6,0,0,0,0,0,,1,0.6207621946930886
0.11,RFM33_64,3,7,1,1,0,1,1,,1,-0.04419058561325073
0.11,RFM33_64,3,8,0,1,0,0,1,,1,0.49880013227462766
0.11,RFM33_64,3,9,0,1,0,1,1,,1,0.42818202197551725
0.11,RFM33_64,3,10,0,1,0,1,1,,1,0.05647022008895874
0.11,RFM33_64,3,11,0,0,0,0,1,,1,0.46669516623020174
0.11,RFM33_64,3,12,0,0,0,0,1,,1,0.5078746975958347
0.11,RFM33_64,3,13,0,0,0,0,1,,1,0.3585321215540171
0.11,RFM33_64,3,14,0,0,0,0,1,,1,0.36985968858003615
0.11,RFM33_64,3,15,0,1,0,0,1,,1,0.5304889822006226
0.13,R1,0,0,0,0,0,0,0,,1,0.8537354743480683
0.13,R1,0,1,0,0,0,0,0,,1,0.728032129406929
0.13,R1,0,2,0,1,0,1,0,,1,0.6531602587178349
0.13,R1,0,3,1,1,1,1,0,14320.0,0,-0.8746605861186981
0.13,R1,0,4,1,1,0,1,0,,1,-0.7886722111701965
0.13,R1,0,5,0,0,0,0,1,,1,0.39061920285224916
0.13,R1,0,6,1,1,1,1,0,10080.0,0,-0.7832838022708892
0.13,R1,0,7,1,1,1,0,0,6640.0,0,-0.7908604598045349
0.13,R1,0,8,1,1,1,0,0,15120.0,0,-0.7548193565011024
0.13,R1,0,9,0,1,0,1,0,,1,0.8516002678871155
0.13,R1,0,10,0,1,1,1,0,4960.0,0,0.769851313829422
0.13,R1,0,11,1,1,1,0,0,2080.0,0,-0.6194370573759079
0.13,R1,0,12,1,1,1,1,1,13920.0,0,-0.5395300889015198
0.13,R1,0,13,1,1,1,0,1,4480.0,0,-0.37641479790210725
0.13,R1,0,14,1,1,1,0,1,5120.0,0,-0.40380620121955874
0.13,R1,0,15,1,1,1,1,0,2480.0,0,-0.8098142957687378
0.13,R1,1,0,0,1,0,0,1,,1,0.1836586844921112
0.13,R1,1,1,0,1,0,1,1,,1,0.19644648537039758
0.13,R1,1,2,1,1,1,0,0,2640.0,0,-0.746879077553749
0.13,R1,1,3,1,1,1,0,0,4400.0,0,-0.6370861339569092
0.13,R1,1,4,1,1,1,1,0,14400.0,0,-0.7504466241598129
0.13,R1,1,5,1,1,1,0,0,3040.0,0,-0.6115770435333252
0.13,R1,1,6,1,1,1,1,0,12960.0,0,-0.8233941900730133
0.13,R1,1,7,1,1,1,0,0,15520.0,0,-0.7946281006932259
0.13,R1,1,8,1,1,1,1,0,9440.0,0,-0.8232290482521057
0.13,R1,1,9,0,1,0,1,0,,1,0.7767271089553833
0.13,R1,1,10,0,0,0,0,0,,1,0.8895776307582856
0.13,R1,1,11,0,1,1,1,1,4480.0,0,0.36052208214998244
0.13,R1,1,12,1,1,1,0,0,6800.0,0,-0.8079401135444642
0.13,R1,1,13,0,1,0,1,0,,1,0.8546756947040558
0.13,R1,1,14,1,1,1,0,0,8320.0,0,-0.6223746740818024
0.13,R1,1,15,0,0,0,0,1,,1,0.3320059679448605
0.13,R1,2,0,0,1,0,1,1,,1,0.5315200045704842
0.13,R1,2,1,0,1,0,1,0,,1,0.8483508276939392
0.13,R1,2,2,1,1,1,0,0,11680.0,0,-0.6419552525877953
0.13,R1,2,3,0,1,1,1,0,10400.0,0,0.6538206422328949
0.13,R1,2,4,0,0,0,0,0,,1,0.8271065187454224
0.13,R1,2,5,0,0,0,0,0,,1,0.8403933012485504
0.13,R1,2,6,0,1,0,1,0,,1,0.7666280061006546
0.13,R1,2,7,1,1,1,0,0,2480.0,0,-0.8439081501960755
0.13,R1,2,8,0,0,0,0,0,,1,0.8663828992843627
0.13,R1,2,9,1,1,1,1,1,7440.0,0,-0.26778334006667137
0.13,R1,2,10,0,1,1,1,0,12800.0,0,0.7698553016781807
0.13,R1,2,11,1,1,1,1,0,14160.0,0,-0.7583299648761749
0.13,R1,2,12,0,1,1,1,0,7200.0,0,0.8213633680343628
0.13,R1,2,13,0,0,0,0,1,,1,0.5955714878439903
0.13,R1,2,14,1,1,1,1,0,14160.0,0,-0.8412115478515625
0.13,R1,2,15,1,1,1,1,0,5680.0,0,-0.8861369299888611
0.13,R1,3,0,1,1,1,1,0,15200.0,0,-0.6837770622968674
0.13,R1,3,1,0,0,0,0,0,,1,0.8540367448329925
0.13,R1,3,2,0,0,0,0,0,,1,0.6797505932301283
0.13,R1,3,3,1,1,1,0,0,13200.0,0,-0.7422562292218209
0.13,R1,3,4,1,1,1,0,0,1600.0,0,-0.6308735640347004
0.13,R1,3,5,1,1,1,0,0,6160.0,0,-0.7622850978374481
0.13,R1,3,6,1,1,0,0,0,,1,-0.6193518495559692
0.13,R1,3,7,0,1,0,1,0,,1,0.7716038966178894
0.13,R1,3,8,1,1,0,0,1,,1,-0.060317641496658324
0.13,R1,3,9,0,1,1,1,0,4000.0,0,0.7915858310461045
0.13,R1,3,10,0,1,0,1,0,,1,0.8862875604629517
0.13,R1,3,11,1,1,1,1,1,9760.0,0,-0.025525961611419914
0.13,R1,3,12,1,1,1,1,0,9040.0,0,-0.8146092128753663
0.13,R1,3,13,1,1,1,0,0,4160.0,0,-0.8073115801811218
0.13,R1,3,14,0,1,1,1,0,14720.0,0,0.7700206851959228
0.13,R1,3,15,1,1,1,0,0,15120.0,0,-0.6253852790594101
0.13,R2,0,0,1,1,1,1,0,15440.0,0,-0.7758370947837829
0.13,R2,0,1,1,1,1,0,0,12160.0,0,-0.8055783653259277
0.13,R2,0,2,1,1,1,0,1,6080.0,0,-0.027150986194610597
0.13,R2,0,3,0,1,0,1,0,,1,0.6622302724421024
0.13,R2,0,4,0,0,0,0,0,,1,0.8230007398128509
0.13,R2,0,5,1,1,1,0,0,5040.0,0,-0.8087238669395447
0.13,R2,0,6,1,1,0,1,0,,1,-0.7540247595310211
0.13,R2,0,7,0,1,0,0,1,,1,0.258853600807488
0.13,R2,0,8,1,1,1,0,0,6800.0,0,-0.6898645454645157
0.13,R2,0,9,0,1,0,1,0,,1,0.7961663746833801
0.13,R2,0,10,0,1,0,1,1,,1,0.5576861506700516
0.13,R2,0,11,0,0,0,0,0,,1,0.7868653261661529
0.13,R2,0,12,0,1,0,0,1,,1,0.10630862191319465
0.13,R2,0,13,1,1,1,1,0,8160.0,0,-0.6859075511805713
0.13,R2,0,14,0,0,0,0,0,,1,0.6346791842579842
0.13,R2,0,15,0,1,0,1,0,,1,0.6262643933296204
0.13,R2,1,0,0,0,0,0,0,,1,0.66036860704422
0.13,R2,1,1,0,1,1,1,0,13120.0,0,0.6617900335788727
0.13,R2,1,2,0,0,0,0,0,,1,0.8173732709884644
0.13,R2,1,3,1,1,1,0,0,8080.0,0,-0.7114096996188164
0.13,R2,1,4,0,0,0,0,1,,1,0.4176000070571899
0.13,R2,1,5,0,1,0,1,0,,1,0.758541215211153
0.13,R2,1,6,0,1,0,1,1,,1,0.09527398884296417
0.13,R2,1,7,1,1,1,0,0,5040.0,0,-0.6814764872193336
0.13,R2,1,8,0,1,0,1,0,,1,0.8409969413280487
0.13,R2,1,9,1,1,1,0,0,8080.0,0,-0.6003525114059448
0.13,R2,1,10,0,0,0,0,1,,1,0.5787469008564949
0.13,R2,1,11,1,1,1,0,1,7440.0,0,-0.463816296402365
0.13,R2,1,12,0,1,1,1,0,6400.0,0,0.6781592351943254
0.13,R2,1,13,1,1,1,1,1,11280.0,0,-0.3427925880253315
0.13,R2,1,14,1,1,0,1,1,,1,-0.04550550103187561
0.13,R2,1,15,0,1,1,1,0,4000.0,0,0.6584212255477905
0.13,R2,2,0,0,0,0,0,0,,1,0.7271091225743294
0.13,R2,2,1,1,1,1,0,0,9120.0,0,-0.8281981015205383
0.13,R2,2,2,0,1,0,1,0,,1,0.7774199214577675
0.13,R2,2,3,1,1,1,1,0,10640.0,0,-0.8223743259906768
0.13,R2,2,4,0,1,1,1,0,11120.0,0,0.6384187698364258
0.13,R2,2,5,0,1,1,1,0,3920.0,0,0.6756315314769745
0.13,R2,2,6,1,1,1,1,0,8480.0,0,-0.6952040304988623
0.13,R2,2,7,1,1,1,1,1,14480.0,0,-0.4204864552617073
0.13,R2,2,8,0,1,0,1,0,,1,0.8881291365623474
0.13,R2,2,9,1,1,1,1,0,5280.0,0,-0.8307091999053955
0.13,R2,2,10,0,1,0,1,0,,1,0.8123088479042053
0.13,R2,2,11,1,1,1,0,0,11520.0,0,-0.8250384140014648
0.13,R2,2,12,0,0,0,0,1,,1,0.5132145380973816
0.13,R2,2,13,0,1,0,1,0,,1,0.8811196088790894
0.13,R2,2,14,0,0,0,0,0,,1,0.6170401427149773
0.13,R2,2,15,0,0,0,0,0,,1,0.6470127372443676
0.13,R2,3,0,1,1,1,0,1,13200.0,0,-0.009308781027793884
0.13,R2,3,1,1,1,1,0,0,8480.0,0,-0.8083070707321167
0.13,R2,3,2,0,0,0,0,0,,1,0.7897824293375015
0.13,R2,3,3,1,1,1,0,0,12240.0,0,-0.8852034270763397
0.13,R2,3,4,0,0,0,0,0,,1,0.7663930261135101
0.13,R2,3,5,1,1,1,0,0,8880.0,0,-0.8550324499607086
0.13,R2,3,6,0,0,0,0,0,,1,0.8940962743759155
0.13,R2,3,7,0,0,0,0,0,,1,0.7147706377506257
0.13,R2,3,8,1,1,1,0,0,9280.0,0,-0.8432292747497558
0.13,R2,3,9,0,1,1,1,0,9440.0,0,0.730765408873558
0.13,R2,3,10,0,0,0,0,0,,1,0.8335376751422882
0.13,R2,3,11,0,1,1,1,0,3680.0,0,0.6348291283939034
0.13,R2,3,12,0,1,1,1,1,3760.0,0,0.5212733829021454
0.13,R2,3,13,1,1,0,0,1,,1,-0.05552516058087349
0.13,R2,3,14,0,1,0,1,0,,1,0.8933853030204773
0.13,R2,3,15,1,1,1,0,0,13280.0,0,-0.8188363125920296
0.13,RFM11,0,0,0,1,0,1,1,,1,0.44940896332263947
0.13,RFM11,0,1,0,1,0,1,0,,1,0.6826300963759422
0.13,RFM11,0,2,1,1,0,1,1,,1,-0.12140797972679138
0.13,RFM11,0,3,1,1,0,1,1,,1,-0.29450913682579993
0.13,RFM11,0,4,1,1,0,1,1,,1,-0.14941369980573654
0.13,RFM11,0,5,0,1,0,1,1,,1,0.2382770362496376
0.13,RFM11,0,6,0,1,0,1,1,,1,0.3965340840816498
0.13,RFM11,0,7,0,1,0,1,1,,1,0.08390743553638458
0.13,RFM11,0,8,1,1,0,1,1,,1,-0.27202860563993453
0.13,RFM11,0,9,1,1,0,1,1,,1,-0.12026255160570144
0.13,RFM11,0,10,0,1,0,1,1,,1,0.26131385177373884
0.13,RFM11,0,11,0,1,1,1,1,14400.0,0,0.2434963165782392
0.13,RFM11,0,12,1,1,0,1,1,,1,-0.33378817453980447
0.13,RFM11,0,13,1,1,0,1,1,,1,-0.45554749518632887
0.13,RFM11,0,14,0,1,0,1,1,,1,0.13555591735523195
0.13,RFM11,0,15,1,1,0,1,1,,1,-0.3908125817775726
0.13,RFM11,1,0,1,1,0,1,1,,1,-0.5458354604244232
0.13,RFM11,1,1,1,1,0,1,1,,1,-0.3767882513999939
0.13,RFM11,1,2,1,1,0,1,1,,1,-0.07790218353271484
0.13,RFM11,1,3,1,1,0,1,1,,1,-0.5529619127511978
0.13,RFM11,1,4,0,1,0,1,1,,1,0.4538212689757347
0.13,RFM11,1,5,1,1,0,1,1,,1,-0.2032688507437706
0.13,RFM11,1,6,1,1,0,1,1,,1,-0.011909447312355041
0.13,RFM11,1,7,0,1,0,1,1,,1,0.24575855493545531
0.13,RFM11,1,8,1,1,0,1,1,,1,-0.4147336709499359
0.13,RFM11,1,9,1,1,0,1,1,,1,-0.5887513408064842
0.13,RFM11,1,10,0,1,0,0,1,,1,0.20505435287952423
0.13,RFM11,1,11,0,1,0,1,1,,1,0.09522235989570618
0.13,RFM11,1,12,1,1,0,1,1,,1,-0.32059952199459074
0.13,RFM11,1,13,0,1,0,1,1,,1,0.14073433816432954
0.13,RFM11,1,14,1,1,0,1,1,,1,-0.08688206972554326
0.13,RFM11,1,15,1,1,0,1,1,,1,-0.45332207933068275
0.13,RFM11,2,0,0,1,0,1,1,,1,0.16297560870647432
0.13,RFM11,2,1,1,1,0,1,1,,1,-0.45641159370541573
0.13,RFM11,2,2,1,1,0,1,1,,1,-0.3106482508778572
0.13,RFM11,2,3,0,1,0,1,0,,1,0.6189923560619355
0.13,RFM11,2,4,1,1,0,1,1,,1,-0.10049773082137108
0.13,RFM11,2,5,1,1,0,1,1,,1,-0.0555048980563879
0.13,RFM11,2,6,1,1,0,1,1,,1,-0.4349234876781702
0.13,RFM11,2,7,1,1,0,1,1,,1,-0.18063805565238
0.13,RFM11,2,8,0,1,0,1,1,,1,0.272551883906126
0.13,RFM11,2,9,0,1,0,1,1,,1,0.14748822420835495
0.13,RFM11,2,10,1,1,0,1,1,,1,-0.2962765619158745
0.13,RFM11,2,11,0,1,0,1,1,,1,0.12001735746860503
0.13,RFM11,2,12,1,1,0,1,1,,1,-0.07315162599086761
0.13,RFM11,2,13,0,1,0,1,1,,1,0.5279634574055672
0.13,RFM11,2,14,1,1,0,1,1,,1,-0.3197885638475418
0.13,RFM11,2,15,1,1,0,1,1,,1,-0.24747236523777247
0.13,RFM11,3,0,1,1,0,1,1,,1,-0.29881634131073953
0.13,RFM11,3,1,0,1,0,1,1,,1,0.031923126876354214
0.13,RFM11,3,2,1,1,0,1,1,,1,-0.0514019026234746
0.13,RFM11,3,3,1,1,0,1,1,,1,-0.0972950953245163
0.13,RFM11,3,4,0,1,0,1,1,,1,0.0021111133694648745
0.13,RFM11,3,5,1,1,0,1,0,,1,-0.8435647130012512
0.13,RFM11,3,6,0,1,0,1,1,,1,0.23543735325336457
0.13,RFM11,3,7,0,1,0,1,0,,1,0.629095401763916
0.13,RFM11,3,8,0,1,0,1,1,,1,0.0031156215071678163
0.13,RFM11,3,9,0,1,0,1,1,,1,0.2314853823184967
0.13,RFM11,3,10,1,1,0,1,1,,1,-0.05866951420903206
0.13,RFM11,3,11,0,1,0,1,1,,1,0.3101967270672321
0.13,RFM11,3,12,0,1,0,1,1,,1,0.20657826364040374
0.13,RFM11,3,13,0,1,0,1,1,,1,0.10076935768127442
0.13,RFM11,3,14,0,1,0,1,1,,1,0.28135282576084136
0.13,RFM11,3,15,0,1,0,1,1,,1,0.1968297018110752
0.13,RFM11_64,0,0,0,1,0,1,1,,1,0.4479184240102768
0.13,RFM11_64,0,1,0,1,0,1,0,,1,0.6792548456788063
0.13,RFM11_64,0,2,1,1,0,1,1,,1,-0.12367502689361572
0.13,RFM11_64,0,3,1,1,0,1,1,,1,-0.3052629242837429
0.13,RFM11_64,0,4,1,1,0,1,1,,1,-0.15531928330659867
0.13,RFM11_64,0,5,0,1,0,1,1,,1,0.23160456508398056
0.13,RFM11_64,0,6,0,1,0,1,1,,1,0.3914290106296539
0.13,RFM11_64,0,7,0,1,0,1,1,,1,0.08123855382204055
0.13,RFM11_64,0,8,1,1,0,1,1,,1,-0.27807819470763206
0.13,RFM11_64,0,9,1,1,0,1,1,,1,-0.1331551519036293
0.13,RFM11_64,0,10,0,1,0,1,1,,1,0.2589807343482971
0.13,RFM11_64,0,11,0,1,1,1,1,14400.0,0,0.23760021902620793
0.13,RFM11_64,0,12,1,1,0,1,1,,1,-0.3423335164785385
0.13,RFM11_64,0,13,1,1,0,1,1,,1,-0.46380428403615953
0.13,RFM11_64,0,14,0,1,0,1,1,,1,0.12191987182945013
0.13,RFM11_64,0,15,1,1,0,1,1,,1,-0.40469680398702623
0.13,RFM11_64,1,0,1,1,0,1,1,,1,-0.5497922295331955
0.13,RFM11_64,1,1,1,1,0,1,1,,1,-0.38990598678588867
0.13,RFM11_64,1,2,1,1,0,1,1,,1,-0.08837366938591003
0.13,RFM11_64,1,3,1,1,0,1,1,,1,-0.5626932722330094
0.13,RFM11_64,1,4,0,1,0,1,1,,1,0.4425495144724846
0.13,RFM11_64,1,5,1,1,0,1,1,,1,-0.2085532347112894
0.13,RFM11_64,1,6,1,1,0,1,1,,1,-0.016424630284309388
0.13,RFM11_64,1,7,0,1,0,1,1,,1,0.24184508323669435
0.13,RFM11_64,1,8,1,1,0,1,1,,1,-0.42804975271224976
0.13,RFM11_64,1,9,1,1,0,1,0,,1,-0.6040625882148742
0.13,RFM11_64,1,10,0,1,0,0,1,,1,0.20154346525669098
0.13,RFM11_64,1,11,0,1,0,1,1,,1,0.0936294674128294
0.13,RFM11_64,1,12,1,1,0,1,1,,1,-0.32602579206228255
0.13,RFM11_64,1,13,0,1,0,1,1,,1,0.13288873970508575
0.13,RFM11_64,1,14,1,1,0,1,1,,1,-0.09203009519726038
0.13,RFM11_64,1,15,1,1,0,1,1,,1,-0.4601821810007095
0.13,RFM11_64,2,0,0,1,0,1,1,,1,0.15593579046428205
0.13,RFM11_64,2,1,1,1,0,1,1,,1,-0.4619861161708832
0.13,RFM11_64,2,2,1,1,0,1,1,,1,-0.3144277247786522
0.13,RFM11_64,2,3,0,1,0,1,0,,1,0.6047866690158844
0.13,RFM11_64,2,4,1,1,0,1,1,,1,-0.10420701280236244
0.13,RFM11_64,2,5,1,1,0,1,1,,1,-0.05913890346884727
0.13,RFM11_64,2,6,1,1,0,1,1,,1,-0.44547741442918776
0.13,RFM11_64,2,7,1,1,0,1,1,,1,-0.18723925203084946
0.13,RFM11_64,2,8,0,1,0,1,1,,1,0.2573333072662354
0.13,RFM11_64,2,9,0,1,0,1,1,,1,0.14604268431663514
0.13,RFM11_64,2,10,1,1,0,1,1,,1,-0.2993771041929722
0.13,RFM11_64,2,11,0,1,0,1,1,,1,0.11567569077014923
0.13,RFM11_64,2,12,1,1,0,1,1,,1,-0.08005432486534118
0.13,RFM11_64,2,13,0,1,0,1,1,,1,0.5229078334569931
0.13,RFM11_64,2,14,1,1,0,1,1,,1,-0.32443947792053224
0.13,RFM11_64,2,15,1,1,0,1,1,,1,-0.2559778879582882
0.13,RFM11_64,3,0,1,1,0,1,1,,1,-0.3040342037566006
0.13,RFM11_64,3,1,0,1,0,1,1,,1,0.024099970161914827
0.13,RFM11_64,3,2,1,1,0,1,1,,1,-0.06112347736954689
0.13,RFM11_64,3,3,1,1,0,1,1,,1,-0.10347333908081055
0.13,RFM11_64,3,4,1,1,0,1,1,,1,-0.0026006633043289184
0.13,RFM11_64,3,5,1,1,0,1,0,,1,-0.8449000072479248
0.13,RFM11_64,3,6,0,1,0,1,1,,1,0.2308803054690361
0.13,RFM11_64,3,7,0,1,0,1,0,,1,0.6264938771724701
0.13,RFM11_64,3,8,1,1,0,1,1,,1,-0.0063158243894577025
0.13,RFM11_64,3,9,0,1,0,1,1,,1,0.22923927426338195
0.13,RFM11_64,3,10,1,1,0,1,1,,1,-0.06369055420160294
0.13,RFM11_64,3,11,0,1,0,1,1,,1,0.30678012534976007
0.13,RFM11_64,3,12,0,1,0,1,1,,1,0.19841255635023117
0.13,RFM11_64,3,13,0,1,0,1,1,,1,0.09345045328140258
0.13,RFM11_64,3,14,0,1,0,1,1,,1,0.27286459803581237
0.13,RFM11_64,3,15,0,1,0,1,1,,1,0.19163182247430086
0.13,RFM22,0,0,1,1,1,1,1,14240.0,0,-0.35126573920249937
0.13,RFM22,0,1,1,1,0,1,1,,1,-0.3131572127342224
0.13,RFM22,0,2,1,1,0,1,1,,1,-0.309010916352272
0.13,RFM22,0,3,0,1,1,1,1,10320.0,0,0.23252466276288034
